Dataset,Phylum,Class,Order,Family,Genus,Species,n
East Indian,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,NA,5054.9
East Indian,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA,4581.638
East Indian,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,4293.43
East Indian,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,NA,3769.2300000000005
East Indian,Haptophyta,Coccolithophyceae,Prymnesiales,Prymnesiaceae,NA,NA,3261.96
East Indian,Myzozoa,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,NA,3178.9715
East Indian,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,NA,2844.16
East Indian,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,NA,2829.1814999999997
East Indian,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,NA,2333.2
East Indian,Mollusca,Gastropoda,NA,NA,NA,NA,2241
East Indian,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,2174.64
East Indian,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,NA,2088
East Indian,Annelida,Polychaeta,NA,NA,NA,NA,2076
East Indian,Myzozoa,Dinophyceae,Gonyaulacales,Pyrocystaceae,Pyrocystis,NA,2061.5699999999997
East Indian,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,NA,2040
East Indian,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,NA,1981.29
East Indian,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Rimicaris,NA,1882
East Indian,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,NA,1788.33
East Indian,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Azpeitia,NA,1787.94
East Indian,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,1583
East Indian,Heterokontophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Triceratium,NA,1423.58
East Indian,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,NA,1409
East Indian,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,NA,1367
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,NA,1216
East Indian,Heterokontophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,NA,1215.999
East Indian,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,NA,1194
East Indian,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Trichodesmium,NA,1174.6
East Indian,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,NA,1167.6
East Indian,Myzozoa,Dinophyceae,Dinophysales,Oxyphysaceae,Phalacroma,NA,1149.95
East Indian,Myzozoa,Dinophyceae,Gymnodiniales,Polykrikaceae,Pheopolykrikos,NA,1123
East Indian,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,NA,1087.32
East Indian,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Blepharocysta,NA,1087.32
East Indian,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,NA,1063
East Indian,Myzozoa,Dinophyceae,Gymnodiniales,Polykrikaceae,Polykrikos,NA,1010.969
East Indian,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,NA,970.969
East Indian,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,NA,958.0005
East Indian,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,NA,893.97
East Indian,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,NA,758.0005
East Indian,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Hemidiscus,NA,611.0015
East Indian,Myzozoa,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,NA,566.0015
East Indian,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Rimicaris,Rimicaris kairei,565
East Indian,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,NA,436
East Indian,Myzozoa,Dinophyceae,Gymnodiniales,NA,NA,NA,434
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,NA,419
East Indian,Arthropoda,Copepoda,Calanoida,Paracalanidae,NA,NA,367
East Indian,Mollusca,Bivalvia,NA,NA,NA,NA,345
East Indian,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Trachyneis,NA,339.999
East Indian,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,NA,332
East Indian,Arthropoda,Malacostraca,NA,NA,NA,NA,330
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,NA,NA,310
East Indian,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,NA,298.00149999999996
East Indian,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,NA,297
East Indian,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,NA,255.99900000000002
East Indian,Heterokontophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,NA,254.98000000000002
East Indian,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA,254.98000000000002
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus,NA,245
East Indian,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,NA,237
East Indian,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,NA,NA,230
East Indian,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,226
East Indian,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthes,NA,224.0015
East Indian,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudo-eunotia,NA,216
East Indian,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,NA,NA,197
East Indian,Arthropoda,Thecostraca,NA,NA,NA,NA,188
East Indian,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,NA,186
East Indian,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,NA,183
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,NA,182
East Indian,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,NA,174
East Indian,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,NA,161
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia,NA,157
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Archiconchoecia,NA,155
East Indian,Heterokontophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,NA,150
East Indian,Heterokontophyta,Bacillariophyceae,Rhabdonematales,Rhabdonemataceae,Rhabdonema,NA,150
East Indian,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,NA,146
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,NA,134
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA,133
East Indian,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,NA,127
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Metaconchoecia,NA,125
East Indian,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,124
East Indian,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Chrysomallon,NA,113
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Ferosagitta,NA,110
East Indian,Heterokontophyta,Bacillariophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,NA,110
East Indian,Arthropoda,Copepoda,Calanoida,Paracalanidae,Mecynocera,NA,101
East Indian,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,NA,97
East Indian,Arthropoda,Maxillopoda,NA,NA,NA,NA,96
East Indian,Arthropoda,Copepoda,Calanoida,Augaptilidae,Haloptilus,NA,90
East Indian,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Dinophysis,NA,89
East Indian,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Paskentanidae,Alviniconcha,NA,87
East Indian,Arthropoda,Arachnida,NA,NA,NA,NA,86
East Indian,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,NA,84
East Indian,Arthropoda,Copepoda,Calanoida,Nullosetigeridae,Nullosetigera,NA,83
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,NA,83
East Indian,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Caloneis,NA,79
East Indian,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,NA,76
East Indian,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,NA,NA,76
East Indian,Heterokontophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,NA,74
East Indian,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,NA,74
East Indian,Priapulida,NA,NA,NA,NA,NA,74
East Indian,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,NA,72
East Indian,Heterokontophyta,Bacillariophyceae,Striatellales,Striatellaceae,Grammatophora,NA,72
East Indian,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,NA,72
East Indian,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,70
East Indian,Mollusca,Bivalvia,Mytilida,Modiolidae,Bathymodiolus,NA,70
East Indian,Sarcomastigophora,NA,NA,NA,NA,NA,63
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,NA,62
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,NA,62
East Indian,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,58
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scottocalanus,NA,55
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,NA,55
East Indian,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,NA,51
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scaphocalanus,NA,50
East Indian,Arthropoda,Ostracoda,Myodocopida,NA,NA,NA,50
East Indian,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,NA,48
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta,NA,48
East Indian,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Mirocaris,NA,47
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus,NA,45
East Indian,Arthropoda,Copepoda,Calanoida,Lucicutiidae,NA,NA,45
East Indian,Arthropoda,Copepoda,Calanoida,NA,NA,NA,45
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Thalia,NA,45
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,NA,43
East Indian,Myzozoa,Dinophyceae,Gonyaulacales,Lingulodiniaceae,Lingulodinium,NA,42
East Indian,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,NA,39
East Indian,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA,39
East Indian,Cnidaria,Hexacorallia,Actiniaria,Kadosactinidae,Maractis,NA,38
East Indian,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA,38
East Indian,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Phymorhynchus,NA,36
East Indian,Mollusca,Solenogastres,NA,NA,NA,NA,34
East Indian,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus,NA,33
East Indian,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,NA,31
East Indian,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolum,NA,30
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Solidosagitta,NA,27
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,NA,NA,NA,26
East Indian,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,NA,25
East Indian,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,25
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Porroecia,NA,25
East Indian,Mollusca,Bivalvia,Mytilida,Modiolidae,Bathymodiolus,Bathymodiolus septemdierum,25
East Indian,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiolyra,NA,23
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,NA,NA,23
East Indian,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Farranula,NA,23
East Indian,Annelida,Clitellata,NA,NA,NA,NA,21
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Canthocalanus,NA,20
East Indian,Annelida,Polychaeta,NA,Chaetopteridae,Phyllochaetopterus,NA,18
East Indian,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Aegisthus,NA,18
East Indian,Arthropoda,Malacostraca,Decapoda,Munidopsidae,NA,NA,18
East Indian,Arthropoda,Copepoda,Calanoida,Aetideidae,NA,NA,17
East Indian,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,NA,17
East Indian,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Clytemnestra,NA,17
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecissa,NA,17
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,NA,16
East Indian,Nemertea,NA,NA,NA,NA,NA,16
East Indian,Arthropoda,Copepoda,Calanoida,Aetideidae,Chirundina,NA,15
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,NA,15
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Brooksia,NA,15
East Indian,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,NA,13
East Indian,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,NA,12
East Indian,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,NA,NA,12
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypria,NA,12
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,NA,12
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Fellia,NA,11
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Pegea,NA,11
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,NA,11
East Indian,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiolyra,Hesiolyra longqiensis,10
East Indian,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,NA,10
East Indian,Arthropoda,Copepoda,Calanoida,Megacalanidae,Megacalanus,NA,10
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Lophothrix,NA,10
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecilla,NA,10
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Loricoecia,NA,10
East Indian,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Rimicaris,Rimicaris variabilis,9
East Indian,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Hansarsia,NA,9
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Orthoconchoecia,NA,9
East Indian,Cnidaria,Hexacorallia,Actiniaria,Kadosactinidae,Marianactis,NA,8
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,NA,8
East Indian,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,NA,8
East Indian,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,NA,7
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,NA,7
East Indian,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,7
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,NA,7
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta,NA,7
East Indian,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,NA,7
East Indian,Mollusca,Gastropoda,Pteropoda,Hyalocylidae,Hyalocylis,NA,7
East Indian,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Vanadis,NA,6
East Indian,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchipolynoe,NA,6
East Indian,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,NA,6
East Indian,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,NA,6
East Indian,Arthropoda,Thecostraca,Scalpellomorpha,Neolepadidae,NA,NA,6
East Indian,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,NA,NA,6
East Indian,Heterokontophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,NA,6
East Indian,Mollusca,Gastropoda,Lepetellida,Anatomidae,Anatoma,NA,6
East Indian,Mollusca,Gastropoda,Nacellida,Neolepetopsidae,Neolepetopsis,Neolepetopsis ardua,6
East Indian,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Abyssocladia,NA,6
East Indian,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Travisiopsis,NA,5
East Indian,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithrix,NA,5
East Indian,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nematobrachion,NA,5
East Indian,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,5
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Bathyconchoecia,NA,5
East Indian,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia,NA,5
East Indian,Echinodermata,Holothuroidea,NA,NA,NA,NA,5
East Indian,Echinodermata,Ophiuroidea,NA,NA,NA,NA,5
East Indian,Mollusca,NA,NA,NA,NA,NA,5
East Indian,Myzozoa,Dinophyceae,Dinophysales,Amphisoleniaceae,Amphisolenia,NA,5
East Indian,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,4
East Indian,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,NA,4
East Indian,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,NA,4
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,NA,4
East Indian,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,NA,4
East Indian,Mollusca,Caudofoveata,NA,NA,NA,NA,4
East Indian,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,NA,4
East Indian,Arthropoda,Copepoda,Calanoida,Aetideidae,Undeuchaeta,NA,3
East Indian,Arthropoda,Copepoda,Calanoida,Augaptilidae,NA,NA,3
East Indian,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,Euterpina,NA,3
East Indian,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,NA,3
East Indian,Arthropoda,Ostracoda,NA,NA,NA,NA,3
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Iasis,NA,3
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Ritteriella,NA,3
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Salpa,NA,3
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Heteropyramis,NA,3
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,NA,3
East Indian,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,NA,3
East Indian,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Pedinosoma,NA,2
East Indian,Annelida,Polychaeta,Sabellida,Sabellidae,NA,NA,2
East Indian,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,NA,2
East Indian,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,NA,2
East Indian,Arthropoda,Copepoda,Calanoida,Phaennidae,Onchocalanus,NA,2
East Indian,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Amphilochus,NA,2
East Indian,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,NA,2
East Indian,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Platyscelus,NA,2
East Indian,Arthropoda,Pycnogonida,NA,NA,NA,NA,2
East Indian,Arthropoda,Thecostraca,Scalpellomorpha,Neolepadidae,Neolepas,NA,2
East Indian,Chaetognatha,Sagittoidea,Aphragmophora,Pterosagittidae,Pterosagitta,NA,2
East Indian,Chordata,Teleostei,Perciformes,Zoarcidae,NA,NA,2
East Indian,Cnidaria,Octocorallia,Malacalcyonacea,Isididae,NA,NA,2
East Indian,Echinodermata,Asteroidea,Brisingida,Brisingidae,Brisinga,NA,2
East Indian,Heterokontophyta,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Mastogloia,NA,2
East Indian,Heterokontophyta,Bacillariophyceae,NA,NA,Willemoesia,NA,2
East Indian,Kinorhyncha,NA,NA,NA,NA,NA,2
East Indian,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,NA,2
East Indian,Tardigrada,NA,NA,NA,NA,NA,2
East Indian,Annelida,Polychaeta,Phyllodocida,Iospilidae,Phalacrophorus,NA,1
East Indian,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Pelagobia,NA,1
East Indian,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Rhynchonereella,NA,1
East Indian,Annelida,Polychaeta,Phyllodocida,Polynoidae,Stratigos,Stratigos bipapillata,1
East Indian,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,NA,1
East Indian,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Paraheterorhabdus,NA,1
East Indian,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Macrosetella,NA,1
East Indian,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Goniopsyllus,NA,1
East Indian,Arthropoda,Hexapoda,NA,NA,NA,NA,1
East Indian,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Hyperietta,NA,1
East Indian,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronimella,NA,1
East Indian,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,NA,1
East Indian,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Paratyphis,NA,1
East Indian,Arthropoda,Thecostraca,NA,Thompsoniidae,Jensia,NA,1
East Indian,Chordata,Thaliacea,Doliolida,Doliolidae,Dolioletta,NA,1
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Ihlea,NA,1
East Indian,Chordata,Thaliacea,Salpida,Salpidae,Traustedtia,NA,1
East Indian,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,NA,1
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,NA,1
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Vogtia,NA,1
East Indian,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Amphicaryon,NA,1
East Indian,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanothrichaceae,Johannesbaptistia,NA,1
East Indian,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Climacodium,NA,1
East Indian,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA,1
East Indian,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Pseudosolenia,NA,1
East Indian,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,NA,1
East Indian,Heterokontophyta,Bacillariophyceae,Triceratiales,Plagiogrammaceae,Plagiogramma,NA,1
East Indian,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Lirapex,Lirapex felix,1
East Indian,Myzozoa,Dinophyceae,Gonyaulacales,Ceratocoryaceae,Ceratocorys,NA,1
East Indian,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalis,NA,1
East Indian,Ochrophyta,Chrysophyceae,Synurales,Mallomonadaceae,Synura,NA,1
East Indian,Platyhelminthes,NA,NA,NA,NA,NA,1
East Pacific,Annelida,Polychaeta,NA,NA,NA,NA,400
East Pacific,Nematoda,NA,NA,NA,NA,NA,400
East Pacific,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,NA,394
East Pacific,Arthropoda,Copepoda,Mormonilloida,Mormonillidae,Mormonilla,NA,364
East Pacific,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,333
East Pacific,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,NA,256
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,NA,236
East Pacific,Arthropoda,Maxillopoda,NA,NA,NA,NA,214
East Pacific,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,NA,204
East Pacific,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,NA,204
East Pacific,Arthropoda,Copepoda,Calanoida,Augaptilidae,Haloptilus,NA,167
East Pacific,Sarcomastigophora,NA,NA,NA,NA,NA,148
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,NA,135
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,NA,128
East Pacific,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,NA,121
East Pacific,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,114
East Pacific,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,NA,109
East Pacific,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,NA,107
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia,NA,95
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus,NA,90
East Pacific,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,NA,90
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Porroecia,NA,89
East Pacific,Foraminifera,NA,NA,NA,NA,NA,88
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,NA,70
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,NA,68
East Pacific,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,NA,65
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus,NA,60
East Pacific,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,NA,58
East Pacific,Heterokontophyta,Bacillariophyceae,NA,NA,NA,NA,57
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,NA,NA,57
East Pacific,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,NA,56
East Pacific,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,NA,53
East Pacific,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,NA,53
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithrix,NA,51
East Pacific,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,50
East Pacific,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Farranula,NA,48
